PublishedVersion	CategoryID	CategoryName	PresentationName	FullName	CategoryDescription	Position	Visible	Template	CategoryType	PageTitle	Manufacturer	MetaKeywords	MetaDescription	ImageThumbnail	Image1	BannerSetID	ShowCategoryFinder	Slug	Cat_BV_FriendRecPercent	Cat_BV_NumberOfReviews	Cat_BV_NumFriendRec	Cat_BV_ScoreOutOfFive	cat_printer_series
P_TEST_2014_06_03_18_01_01	1	Toner & Ink Cartridges			"<h2>Do You Need a Printer Ink Cartridge?</h2><p>Whichever brand of printer cartridge you're looking for, here at Cartridge People we supply from every major manufacturer at prices we believe are extremely competitive.  All of our prices even include delivery so there are no hidden costs.</p><h2>Do You Need a Laser Cartridge?</h2><p>Those of you who are shouting “yes”  have definitely come to the right place.  We have a terrific selection of laser cartridges from all your favourite brands and it's really easy to place an order.</p><h2>How To Place An Order</h2><p>This is really straightforward.  First select the make of printer.  Every time you press “select”  will bring another drop down choice until it supplies the details and price of your chosen ink, toner or laser cartridge.</p><h2>Don't Want to Pay Top Price for Your Printer Cartridge?</h2><p>Of course you don't, which is why we believe our price – and service – is amongst the best available. </p><p>Our extensive range of ink cartridges currently available include <a href=""/epages/cartridgepeople.storefront/EN/Catalog/484/hewlett-packard"">HP printer cartridges</a>, Apple, <a href=""/epages/cartridgepeople.storefront/EN/Catalog/35/brother"">Brother cartridges</a>, BT, <a href=""/epages/cartridgepeople.storefront/EN/Catalog/160/canon"">Canon printer cartridges</a>, <a href=""/epages/cartridgepeople.storefront/EN/Catalog/363/epson"">Epson ink cartridges</a>,  IBM, <a href=""/epages/cartridgepeople.storefront/EN/Catalog/729/lexmark"">Lexmark ink cartridges</a>, OKI, Olivetti, Panasonic and Xerox – and these certainly aren't, by any means, our full  range</p><p>Don't assume that because we offer low prices that the quality of the cartridges is poor.  Nothing could be further from the truth. </p> <h2>Remanufactured Printer Ink Cartridges</h2><p>Because these aren't manufactured by the companies who build the printers, our remanufactured printer cartridges are especially good value. They are chosen by us from carefully screened manufacturers for their excellent quality and much cheaper price.</p><h2>Our Customer Service Team</h2><p>We're here for you - and not just when you want to place an order.  We have our dedicated customer support staff available from 9am to 6pm Monday to Friday and 10am to 5pm on Sunday.  They are always happy to receive a phone call enquiry or email from you.  They are all knowledgeable about the full range of our products and will be delighted to advise you if you need any assistance.</p><h2>Special Offers</h2><p>Look through our online store or special offers page to find details of our current special prices.  As we regularly have special offers available, make sure you look regularly  so you don't miss out on the newest deals.</p><h2>Delivery Charges</h2><p>There aren't any!  We don't charge for the delivery of any of our printer cartridges, toner or laser cartridges throughout the whole of the UK.  In fact whether your order is for one cartridge or one hundred cartridges, as long as we are delivering to a UK address we don't ever make additional charges.</p><p>We don't like it when a company makes hidden charges, so we make a point of including everything within our low prices.</p>"	10050	TRUE	SubCat		Printer Ink Cartridges & Toner Cartridges | Cartridge People							TRUE	Printer-Ink-Cartridges---Toner-Cartridges---Cartridge-People					
P_TEST_2014_06_03_18_01_01	10276	Canon Linea Series				29390	TRUE	SubCat		Canon Linea Series Ink Cartridges &amp; Printer Ink				assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	10277	Canon Pixus Printers				29420	TRUE	SubCat		Canon Pixus Printers Ink Cartridges &amp; Printer Ink				assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	10278	Canon Plotters				29750	TRUE	SubCat		Canon Plotters Ink Cartridges &amp; Printer Ink				assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	10279	Canon BIJ Printers				29320	TRUE	SubCat		Canon BIJ Printers Ink Cartridges &amp; Printer Ink				assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	10282	Canon Thinkpad				29730	TRUE	SubCat		Canon Thinkpad Ink Cartridges &amp; Printer Ink				assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	106	"Brother DP, LW, MP, PDP, PPF & WP series Inkjet Printers"	"Cartridges for Brother DP, LW, MP, PDP, PPF & WP series Inkjet Printers Printers"			10740	TRUE	SubCat		"Brother DP, LW, MP, PDP, PPF & WP series Inkjet Printers Ink Cartridges &amp; Printer Ink"		"Ink Cartridges, Toner Cartridges, Printer Ink, Brother DP, LW, MP, PDP, PPF & WP series Inkjet Printers Printers"	"First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Brother DP, LW, MP, PDP, PPF & WP series Inkjet Printers Printers"	assets/logos/brother.gif		Cat-00010-35	TRUE						
P_TEST_2014_06_03_18_01_01	108	Brother DCP series	Cartridges for Brother DCP series Printers			10680	TRUE	SubCat		Brother DCP series Printers Ink Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Brother DCP series Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Brother DCP series Printers	assets/logos/brother.gif		Cat-00010-35	TRUE	Brother/DCP					
P_TEST_2014_06_03_18_01_01	110	Brother Multifunctional (MFC series).	Cartridges for Brother Multifunctional (MFC series). Printers			10720	TRUE	SubCat		Brother Multifunctional (MFC series). Printers Ink Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Brother Multifunctional (MFC series). Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Brother Multifunctional (MFC series). Printers	assets/logos/brother.gif		Cat-00010-35	TRUE						
P_TEST_2014_06_03_18_01_01	111	MFC 7000FC	Brother MFC 7000FC Ink Cartridges &amp; Printer Ink	Brother MFC 7000FC		16610	TRUE	Tabs	Printer	Brother MFC 7000FC Ink Cartridges &amp; Printer Ink	Brother	"Ink, Printer Ink, Ink Cartridge, Brother MFC 7000FC "	Printer Ink Cartridges for Brother MFC 7000FC - Original Ink Cartridges for Brother MFC 7000FC. Compatible Ink Cartridges for Brother MFC 7000FC. First Class Delivery and 100% No Quibble Guarantee			Cat-00010-35	FALSE						
P_TEST_2014_06_03_18_01_01	124	MFC 700	Brother MFC 700 Ink Cartridges &amp; Printer Ink	Brother MFC 700		15710	TRUE	Tabs	Printer	Brother MFC 700 Ink Cartridges &amp; Printer Ink	Brother	"Ink, Printer Ink, Ink Cartridge, Brother MFC 700 "	Printer Ink Cartridges for Brother MFC 700 - Original Ink Cartridges for Brother MFC 700. Compatible Ink Cartridges for Brother MFC 700. First Class Delivery and 100% No Quibble Guarantee			Cat-00010-35	FALSE						
P_TEST_2014_06_03_18_01_01	126	MFC 830	Brother MFC 830 Ink Cartridges &amp; Printer Ink	Brother MFC 830		15810	TRUE	Tabs	Printer	Brother MFC 830 Ink Cartridges &amp; Printer Ink	Brother	"Ink, Printer Ink, Ink Cartridge, Brother MFC 830 "	Printer Ink Cartridges for Brother MFC 830 - Original Ink Cartridges for Brother MFC 830. Compatible Ink Cartridges for Brother MFC 830. First Class Delivery and 100% No Quibble Guarantee			Cat-00010-35	FALSE						
P_TEST_2014_06_03_18_01_01	127	MFC 7400J	Brother MFC 7400J Ink Cartridges &amp; Printer Ink	Brother MFC 7400J		16720	TRUE	Tabs	Printer	Brother MFC 7400J Ink Cartridges &amp; Printer Ink	Brother	"Ink, Printer Ink, Ink Cartridge, Brother MFC 7400J "	Printer Ink Cartridges for Brother MFC 7400J - Original Ink Cartridges for Brother MFC 7400J. Compatible Ink Cartridges for Brother MFC 7400J. First Class Delivery and 100% No Quibble Guarantee			Cat-00010-35	FALSE						
P_TEST_2014_06_03_18_01_01	1367	Canon Selphy Series	Cartridges for Canon Selphy Series Printers			22200	TRUE	SubCat		Canon Selphy Series Printers Ink Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Canon Selphy Series Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Canon Selphy Series Printers	assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	1382	MFC 9200J	Brother MFC 9200J Ink Cartridges &amp; Printer Ink	Brother MFC 9200J		17260	TRUE	Tabs	Printer	Brother MFC 9200J Ink Cartridges &amp; Printer Ink	Brother	"Ink, Printer Ink, Ink Cartridge, Brother MFC 9200J "	Printer Ink Cartridges for Brother MFC 9200J - Original Ink Cartridges for Brother MFC 9200J. Compatible Ink Cartridges for Brother MFC 9200J. First Class Delivery and 100% No Quibble Guarantee			Cat-00010-35	FALSE						
P_TEST_2014_06_03_18_01_01	1412	Canon Original Paper and Cartridges	Canon Original Paper and Cartridges 			29950	TRUE	Tabs	 	Ink Cartridges for Canon Original Paper and Cartridges Printer - Printer Ink Cartridges for Canon Original Paper and Cartridges		"Ink, Printer Ink, Ink Cartridge, Canon Original Paper and Cartridges "	Printer Ink Cartridges for Canon Original Paper and Cartridges - Original Ink Cartridges for Canon Original Paper and Cartridges. Compatible Ink Cartridges for Canon Original Paper and Cartridges. First Class Delivery and 100% No Quibble Guarantee			Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	1563	Canon CP series Compact Photo	Cartridges for Canon CP series Compact Photo Printers			22100	TRUE	SubCat		Canon CP series Compact Photo Printers Ink Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Canon CP series Compact Photo Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Canon CP series Compact Photo Printers	assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	160	CANON	Cartridges for CANON Printers		"<H1>Canon Ink Cartridges</H1><p>It's not a mistake to purchase ink cartridges which cost the least as the desire to save money is understandable. It's important to remember that there are inferior products out there which could deliver low print quality and yields. Luckily you can buy cheap inks from Cartridge People secure in the knowledge that we supply high quality products that carry a 100% no quibble guarantee.</p> <p>If you do want to invest in original Canon printer ink cartridges you can still get great value from Cartridge People with the knowledge that we provide:</p><ul><li>Canon ink cartridges for almost all models of printers.</li><li>All <b>Canon printer cartridges</b> carry a manufacturers warranty to ensure peak performance.</li><li>Canon ink goes through a continuous testing as do all of our compatible ink and toner cartridges so you know you are getting a high quality product.</li><li>Canon is one of the most trusted brand names when it comes to printer cartridges and they are known for their excellent after sales service.</li></ul><H2>Finding Your Canon Printer Cartridge</H2><p>We carry one of the largest ranges of printer ink online, including <a href=""http://www.cartridgepeople.com/Catalog/5336/Canon HD.html"" target=""_blank"">Canon HD ink cartridges</a>  and the increasingly popular <a href=""http://www.cartridgepeople.com/Catalog/321/Canon Pixma Series.html"" target=""_blank"">Canon Pixma Printer ink cartridges</a>.  Simply use the dropdown Quick Cartridge Finder above to select your printer model. You can also use the links to jump directly to the page you're interested in. If you're not certain of either your printer model or your cartridge number, feel free to contact us and we will do our best to help you.</p><H2>Cheap Canon Printer Ink, High Quality Standards</H2><p>Here at Cartridge People we believe that you should be able to access cheap ink cartridges for Canon printers that still retain their high level of quality. All of our products carry a 100% guarantee and we're always happy to hear from customers on ways in which we can improve our packages. If you want friendly service, smooth transactions and high quality cheap <b>Canon ink cartridges</b> or compatibles then Cartridge People is the place for you.</p>"	18400	TRUE	SubCat		Canon Ink Cartridges | Canon Printer Cartridges | Canon Inkjet Cartridges		"Ink Cartridges, Toner Cartridges, Printer Ink, CANON Printers"	Buy cheap Canon ink cartridges from the UKs leading online retailer. Cartridge People sell a range of Canon printer cartridges and inkjet cartridges with First Class Delivery and high quality guaranteed.	assets/logos/canon.gif		Cat-00011-160	TRUE	Canon					
P_TEST_2014_06_03_18_01_01	161	Canon BJ Printers	Cartridges for Canon BJ Printers Printers			21630	TRUE	SubCat		Canon BJ Printers Ink Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Canon BJ Printers Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Canon BJ Printers Printers	assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	170	Canon BJC Printers	Cartridges for Canon BJC Printers Printers			20820	TRUE	SubCat		Canon BJC Printers Ink Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Canon BJC Printers Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Canon BJC Printers Printers	assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	190	Canon BN	Cartridges for Canon BN Printers			28300	TRUE	SubCat		 Canon BN Printers Ink Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Canon BN Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Canon BN Printers	assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	196	Canon Copiers	Cartridges for Canon Copiers Printers			26960	TRUE	SubCat		Canon Copiers Printers Ink Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Canon Copiers Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Canon Copiers Printers	assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	208	Canon Fax	Cartridges for Canon Fax Printers			24360	TRUE	SubCat		Canon Fax Printers Ink Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Canon Fax Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Canon Fax Printers	assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	232	Canon i series Bubblejet printers i70 - i9950	Cartridges for Canon i series Bubblejet printers i70 - i9950 Printers			18760	TRUE	SubCat		Canon i series Bubblejet printers i70 - i9950 Ink Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Canon i series Bubblejet printers i70 - i9950 Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Canon i series Bubblejet printers i70 - i9950 Printers	assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	251	Canon Laser Printers	Cartridges for Canon Laser Printers Printers			22490	TRUE	SubCat		Canon Laser Printers Toner Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Canon Laser Printers Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Canon Laser Printers Printers	assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	252	Canon Laser Printers- LBP & CLBP series	Cartridges for Canon Laser Printers- LBP & CLBP series Printers			22500	TRUE	SubCat		 Canon Laser Printers- LBP & CLBP series Toner Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Canon Laser Printers- LBP & CLBP series Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Canon Laser Printers- LBP & CLBP series Printers	assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	273	Canon LaserPrinters- P series	Cartridges for Canon LaserPrinters- P series Printers			23760	TRUE	SubCat		Canon LaserPrinters- P series Toner Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Canon LaserPrinters- P series Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Canon LaserPrinters- P series Printers	assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	278	Other Canon LaserPrinters	Cartridges for Other Canon LaserPrinters Printers			23820	TRUE	SubCat		Other Canon LaserPrinters Toner Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Other Canon LaserPrinters Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Other Canon LaserPrinters Printers	assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	282	Canon Multi-Functional/ Multipass	Cartridges for Canon Multi-Functional/ Multipass Printers			26060	TRUE	SubCat		Canon Multi-Functional/ Multipass Printers Ink Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Canon Multi-Functional/ Multipass Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Canon Multi-Functional/ Multipass Printers	assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	301	Canon S series printers S100 - S9000	Cartridges for Canon S series printers S100 - S9000 Printers			18410	TRUE	SubCat		Canon S series printers S100 - S9000 Ink Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Canon S series printers S100 - S9000 Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Canon S series printers S100 - S9000 Printers	assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	321	Canon Pixma Series	Cartridges for Canon Pixma Series Printers			19360	TRUE	SubCat		Canon Pixma Ink Cartridges Ink Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Canon Pixma Series Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Canon Pixma Series Printers	assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	328	Canon Starwriter	Cartridges for Canon Starwriter Printers			28010	TRUE	SubCat		Canon Starwriter Printers Ink Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Canon Starwriter Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Canon Starwriter Printers	assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	35	BROTHER	Cartridges for BROTHER Printers		"<H1>Brother Printer Ink Cartridges</H1><p>Everybody wants to save money and, if you do a lot of printing, you'll almost certainly be looking to buy the cheapest ink cartridges available. With Cartridge People it's possible to find cheap ink that will produce high quality prints. We're so confident in our products that we're willing to offer a 100% no quibble guarantee on all cartridges.</p><p>If you are looking the very best quality then you can invest in <b>Brother printer ink cartridges</b>, we provide some of the most competitive prices online.</p><p>Why choose Cartridge People for Brother printer ink:</p><ul><li>Brother makes a wide range of printers and you can find Brother ink cartridges for all of their models.</li><li>Brother ink, like our compatible cartridges goes through an extensive quality control process.</li><li>Brother printer cartridges produce high quality prints.</li><li>Brother colour ink delivers exceptional clarity.</li></ul><H2>Finding Your Brother Printer Cartridge</H2><p>We've gone to great lengths to ensure that you can easily find the Brother printer cartridges that you're looking for. You can either click on the printer link directly or use the Quick Cartridge Finder above to choose your printer model. It's very important that you select the correct type of printer so we can provide you with the proper information.</p><H2>Why Choose Cartridge People for Your Brother Cartridges?</H2><p>With Cartridge People you can buy cheap ink cartridges for Brother printers without compromising quality. We back our products with a 100% guarantee and you always get what you pay for. Our friendly staff are available to deal with any queries you may have and we welcome your feedback.</p><p>Cartridge People is a legitimate source of genuine cheap <b>Brother ink cartridges</b> and compatibles and we pride ourselves in delivering exceptional products and service.</p>"	10670	TRUE	SubCat		Brother Ink Cartridges | Brother Printer Cartridges		"Ink Cartridges, Toner Cartridges, Printer Ink, BROTHER Printers"	Buy Brother ink cartridges from the UKs leading online retailer. Cartridge People sell a range of brother printer cartridges with First Class Delivery and high quality guaranteed	assets/logos/brother.gif		Cat-00010-35	TRUE	Brother					
P_TEST_2014_06_03_18_01_01	36	Brother Fax/ Intellifax	Cartridges for Brother Fax/ Intellifax Printers			10690	TRUE	SubCat		Brother Fax/ Intellifax Printers Ink Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Brother Fax/ Intellifax Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Brother Fax/ Intellifax Printers	assets/logos/brother.gif		Cat-00010-35	TRUE	Brother/Fax					
P_TEST_2014_06_03_18_01_01	42	MC 3000	Brother MC 3000 Ink Cartridges &amp; Printer Ink	Brother MC 3000		13130	TRUE	Tabs	Printer	Brother MC 3000 Ink Cartridges &amp; Printer Ink	Brother	"Ink, Printer Ink, Ink Cartridge, Brother MC 3000 "	Printer Ink Cartridges for Brother MC 3000 - Original Ink Cartridges for Brother MC 3000. Compatible Ink Cartridges for Brother MC 3000. First Class Delivery and 100% No Quibble Guarantee			Cat-00010-35	FALSE						
P_TEST_2014_06_03_18_01_01	4220	Canon Image Class	Cartridges for Image Class Printers			28720	TRUE	SubCat		 Image Class Printers Ink Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Image Class Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Image Class Printers	assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	4278	Brother Privileg	Cartridges for Brother Privileg Printers			10750	TRUE	SubCat		Brother Privileg Printers Ink Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Brother Privileg Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Brother Privileg Printers	assets/logos/brother.gif		Cat-00010-35	TRUE						
P_TEST_2014_06_03_18_01_01	4399	Smartbase 	Cartridges for Smartbase  Printers			26600	TRUE	SubCat		Smartbase  Printers Ink Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Smartbase  Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Smartbase  Printers	assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	5099	MFC 840	Brother MFC 840 Ink Cartridges &amp; Printer Ink	Brother MFC 840		15820	TRUE	Tabs	Printer	Brother MFC 840 Ink Cartridges &amp; Printer Ink	Brother	"Ink, Printer Ink, Ink Cartridge, Brother MFC 840 "	Printer Ink Cartridges for Brother MFC 840 - Original Ink Cartridges for Brother MFC 840. Compatible Ink Cartridges for Brother MFC 840. First Class Delivery and 100% No Quibble Guarantee			Cat-00010-35	FALSE						
P_TEST_2014_06_03_18_01_01	5100	MFC 860	Brother MFC 860 Ink Cartridges &amp; Printer Ink	Brother MFC 860		15830	TRUE	Tabs	Printer	Brother MFC 860 Ink Cartridges &amp; Printer Ink	Brother	"Ink, Printer Ink, Ink Cartridge, Brother MFC 860 "	Printer Ink Cartridges for Brother MFC 860 - Original Ink Cartridges for Brother MFC 860. Compatible Ink Cartridges for Brother MFC 860. First Class Delivery and 100% No Quibble Guarantee			Cat-00010-35	FALSE						
P_TEST_2014_06_03_18_01_01	5109	MFC 7200FC	Brother MFC 7200FC Ink Cartridges &amp; Printer Ink	Brother MFC 7200FC		16620	TRUE	Tabs	Printer	Brother MFC 7200FC Ink Cartridges &amp; Printer Ink	Brother	"Ink, Printer Ink, Ink Cartridge, Brother MFC 7200FC "	Printer Ink Cartridges for Brother MFC 7200FC - Original Ink Cartridges for Brother MFC 7200FC. Compatible Ink Cartridges for Brother MFC 7200FC. First Class Delivery and 100% No Quibble Guarantee			Cat-00010-35	FALSE						
P_TEST_2014_06_03_18_01_01	5225	Canon Laser Fax	Cartridges for Canon Laser Fax Printers			25290	TRUE	SubCat		Canon Laser Fax Printers Toner Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Canon Laser Fax Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Canon Laser Fax Printers	assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	5332	Canon BJP	Cartridges for Canon BJP Printers			28260	TRUE	SubCat		 Canon BJP Printers Ink Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Canon BJP Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Canon BJP Printers	assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	5333	Canon BX	Cartridges for Canon BX Printers			28490	TRUE	SubCat		 Canon BX Printers Ink Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Canon BX Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Canon BX Printers	assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	5334	Canon CJP	Cartridges for Canon CJP Printers			28510	TRUE	SubCat		 Canon CJP Printers Ink Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Canon CJP Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Canon CJP Printers	assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	5335	Canon CFX 	Cartridges for Canon CFX  Printers			28530	TRUE	SubCat		 Canon CFX  Printers Ink Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Canon CFX  Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Canon CFX  Printers	assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	5336	Canon HD	Cartridges for Canon HD Printers			28580	TRUE	SubCat		 Canon HD Printers Ink Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Canon HD Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Canon HD Printers	assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	5337	Canon Notejet	Cartridges for Canon Notejet Printers			28650	TRUE	SubCat		 Canon Notejet Printers Ink Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Canon Notejet Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Canon Notejet Printers	assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	66	"Brother HC, HF, HJ & HR series Inkjet Printers"	"Cartridges for Brother HC, HF, HJ & HR series Inkjet Printers Printers"			10730	TRUE	SubCat		"Brother HC, HF, HJ & HR series Inkjet Printers Ink Cartridges &amp; Printer Ink"		"Ink Cartridges, Toner Cartridges, Printer Ink, Brother HC, HF, HJ & HR series Inkjet Printers Printers"	"First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Brother HC, HF, HJ & HR series Inkjet Printers Printers"	assets/logos/brother.gif		Cat-00010-35	TRUE						
P_TEST_2014_06_03_18_01_01	67	HC-2500	Brother HC-2500 Ink Cartridges &amp; Printer Ink	Brother HC-2500		17710	TRUE	Tabs	Printer	Brother HC-2500 Ink Cartridges &amp; Printer Ink	Brother	"Ink, Printer Ink, Ink Cartridge, Brother HC-2500 "	Printer Ink Cartridges for Brother HC-2500 - Original Ink Cartridges for Brother HC-2500. Compatible Ink Cartridges for Brother HC-2500. First Class Delivery and 100% No Quibble Guarantee			Cat-00010-35	FALSE						
P_TEST_2014_06_03_18_01_01	7022	Brother P-Touch Label Printers	Tape for Brother Label Printers			10700	TRUE	SubCat		Tape for Brother Label Printers Ink Cartridges &amp; Printer Ink		"Tape, Printer Ink, Brother Label Printers"	First Class Delivery and 100% No Quibble Guarantee on all tape for Brother Label Printers	assets/logos/brother.gif		Cat-00010-35	TRUE	Brother/P-Touch					
P_TEST_2014_06_03_18_01_01	7091	Canon ImagePROGRAF				28930	TRUE	SubCat		Canon ImagePROGRAF Ink Cartridges &amp; Printer Ink				assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	7092	Canon N Series				28600	TRUE	SubCat		Canon N Series Printers Ink Cartridges &amp; Printer Ink				assets/logos/canon.gif		Cat-00011-160	TRUE						
P_TEST_2014_06_03_18_01_01	72	Brother Laser Printers	Cartridges for Brother Laser Printers Printers			10710	TRUE	SubCat		Brother Laser Printers Toner Cartridges &amp; Printer Ink		"Ink Cartridges, Toner Cartridges, Printer Ink, Brother Laser Printers Printers"	First Class Delivery and 100% No Quibble Guarantee on all Cartridges for Brother Laser Printers Printers	assets/logos/brother.gif		Cat-00010-35	TRUE	Brother/Laser					
